airport_ident,length_ft,width_ft,he_latitude_deg,he_longitude_deg
72PA,90.0,90.0,,
72PN,65.0,65.0,,
72S,2800.0,45.0,47.23960113525391,-117.41799926757812
72TA,6000.0,75.0,,
72TA,5000.0,75.0,,
72TE,5100.0,50.0,28.873300552368164,-99.98660278320312
72TN,40.0,40.0,,
72TS,3335.0,100.0,,
72TX,70.0,70.0,,
72VA,127.0,81.0,,
72VA,44.0,44.0,,
72WA,200.0,50.0,,
72WI,1500.0,40.0,,
72XA,2400.0,80.0,29.48380851745605,-96.0393295288086
72XS,1750.0,50.0,,
72XS,1900.0,50.0,,
73AK,150.0,150.0,,
73AR,4000.0,50.0,35.042999267578125,-92.0541000366211
73AZ,4800.0,60.0,35.20389938354492,-113.35299682617188
73CA,3200.0,50.0,,
73CL,2000.0,30.0,,
73F,3000.0,80.0,,
73FD,2400.0,100.0,29.507400512695312,-82.87480163574219
73FL,30.0,30.0,,
73GA,40.0,75.0,,
73IA,3250.0,60.0,,
73II,800.0,60.0,,
73IL,50.0,50.0,,
73IN,1320.0,150.0,,
73KS,1385.0,144.0,,
73KS,2046.0,144.0,,
73KS,1685.0,144.0,,
73KY,2150.0,80.0,,
73MD,2024.0,60.0,39.17250061035156,-76.24250030517578
73MI,40.0,40.0,,
73MO,48.0,48.0,,
73MU,1800.0,60.0,,
73MU,1800.0,60.0,,
73NC,850.0,450.0,,
73NH,20.0,20.0,,
73NR,74.0,74.0,,
73NY,1500.0,40.0,,
73OH,4000.0,60.0,41.64780044555664,-81.00150299072266
73OI,2200.0,80.0,,
73OR,1300.0,50.0,,
73PA,2220.0,125.0,,
73PN,1500.0,90.0,,
73S,2260.0,40.0,47.237098693847656,-117.04000091552734
73TA,3190.0,100.0,,
73TE,2900.0,50.0,,
73TS,365.0,320.0,,
73TX,1345.0,115.0,,
73TX,1440.0,90.0,,
73U,100.0,100.0,,
73VA,70.0,70.0,,
73WA,2600.0,60.0,,
73WI,3200.0,100.0,,
73WI,2700.0,100.0,,
73WT,2700.0,40.0,,
73XS,2280.0,30.0,,
74AR,2251.0,90.0,,
74AZ,4800.0,50.0,,
74CA,75.0,75.0,,
74CL,2600.0,44.0,,
74CO,2500.0,40.0,,
74FD,2600.0,100.0,,
74FL,6395.0,100.0,,
74GA,3100.0,100.0,,
74II,54.0,54.0,,
74IL,40.0,40.0,,
74IN,2000.0,100.0,,
74IS,40.0,40.0,,
74KS,2500.0,125.0,,
74KY,2500.0,40.0,,
74L,40.0,30.0,,
74LA,20.0,20.0,,
74LL,16.0,16.0,,
74MD,55.0,55.0,,
74ME,3500.0,200.0,,
74MO,230.0,150.0,,
74MU,1800.0,40.0,,
74N,2325.0,60.0,,
74NC,2000.0,150.0,,
74NJ,100.0,100.0,,
74NK,2500.0,100.0,,
74NY,1575.0,50.0,,
74OH,40.0,40.0,,
74OI,45.0,32.0,,
74OK,2700.0,100.0,,
74OR,1300.0,80.0,,
74PA,1200.0,100.0,,
74PN,70.0,78.0,,
74PS,60.0,60.0,,
74R,2360.0,80.0,,
74R,2250.0,100.0,,
74TA,5200.0,100.0,,
74TE,4191.0,50.0,32.05569839477539,-97.7947006225586
74TS,20.0,20.0,,
74TX,4170.0,200.0,,
74TX,5500.0,200.0,,
74VA,60.0,60.0,,
74WA,2600.0,50.0,,
74WI,100.0,100.0,,
74WT,800.0,50.0,,
74XS,4700.0,50.0,,
75AK,2640.0,90.0,,
75AR,2700.0,150.0,,
75AR,3000.0,150.0,,
75AZ,50.0,50.0,,
75B,2500.0,200.0,,
75C,2800.0,50.0,,
75CA,45.0,45.0,,
75CO,30.0,30.0,,
75D,2100.0,73.0,,
75DC,1800.0,40.0,,
75FD,60.0,60.0,,
75FL,3850.0,150.0,30.102500915527344,-85.4563980102539
75G,2480.0,100.0,42.19169998168945,-84.03079986572266
75IA,40.0,40.0,,
75II,860.0,50.0,,
75IL,40.0,40.0,,
75IN,50.0,50.0,,
75IS,1800.0,100.0,,
75K,2255.0,48.0,40.27949905395508,-94.00530242919922
75KS,2640.0,40.0,,
75KY,2800.0,70.0,,
75LA,30.0,25.0,,
75LL,2400.0,80.0,,
75MI,1347.0,60.0,,
75MN,2000.0,80.0,,
75MO,72.0,35.0,,
75MU,20.0,20.0,,
75NC,1600.0,100.0,,
75ND,1700.0,50.0,,
75ND,3200.0,75.0,,
75NE,2500.0,66.0,,
75NK,54.0,54.0,,
75NR,1913.0,60.0,,
75NY,3000.0,50.0,,
75OH,2600.0,70.0,,
75OI,2000.0,80.0,,
75OR,25.0,20.0,,
75PA,2200.0,100.0,,
75PA,1950.0,100.0,,
75PN,5000.0,500.0,,
75RI,20.0,20.0,,
75TA,4725.0,50.0,32.5281982421875,-101.7229995727539
75TE,1970.0,100.0,,
75TN,400.0,50.0,,
75TS,1600.0,36.0,,
75TX,4250.0,50.0,29.4950008392334,-100.36399841308594
75U,15000.0,4000.0,,
75VA,50.0,50.0,,
75WA,1600.0,40.0,,
75WI,900.0,60.0,,
75WT,500.0,40.0,,
75WV,1700.0,30.0,,
75XA,3007.0,40.0,30.53288078308105,-95.0803680419922
75XS,2100.0,100.0,,
76AK,3000.0,75.0,,
76AR,950.0,50.0,,
76AZ,40.0,40.0,,
76B,15000.0,3960.0,43.9726791381836,-70.59789276123047
76CA,200.0,50.0,,
76CL,2350.0,50.0,,
76CN,40.0,40.0,,
76CO,2640.0,40.0,,
76FA,55.0,55.0,,
76FD,2800.0,55.0,,
76FL,42.0,42.0,,
76GA,3600.0,50.0,,
76II,1150.0,40.0,,
76IL,50.0,50.0,,
76IS,12.0,12.0,,
76KY,1400.0,100.0,,
76LA,61.0,41.0,,
76LL,75.0,75.0,,
76LS,2500.0,100.0,,
76MD,50.0,50.0,,
76MI,1200.0,75.0,,
76MN,2200.0,40.0,,
76MU,16.0,16.0,,
76N,2007.0,50.0,,
76NC,3000.0,70.0,,
76NE,30.0,30.0,,
76NH,50.0,50.0,,
76NY,33.0,33.0,,
76OH,100.0,100.0,,
76OI,2400.0,50.0,,
76OK,4500.0,150.0,,
76OR,60.0,60.0,,
76PA,65.0,65.0,,
76PN,100.0,80.0,,
76T,3730.0,170.0,,
76TA,3500.0,50.0,35.40589904785156,-102.80500030517578
76TE,4800.0,60.0,,
76TS,50.0,50.0,,
76TX,3000.0,200.0,,
76V,4397.0,70.0,,
76VA,59.0,53.0,,
76WA,2500.0,75.0,,
76WI,20.0,20.0,,
76XS,60.0,60.0,,
76Z,800.0,30.0,,
77AK,1700.0,130.0,,
77AZ,45.0,45.0,,
77CA,1700.0,95.0,,
77CL,3400.0,100.0,,
77CO,63.0,63.0,,
77FD,60.0,60.0,,
77FL,75.0,75.0,,
77GA,2400.0,150.0,,
77ID,1600.0,40.0,,
77IL,15.0,15.0,,
77IN,80.0,90.0,,
77IS,25.0,25.0,,
77KS,2300.0,60.0,,
77KY,1600.0,75.0,,
77LA,60.0,50.0,,
77LL,3400.0,70.0,,
77MD,60.0,60.0,,
77ME,4000.0,300.0,,
77MI,2801.0,100.0,42.06529998779297,-85.23650360107422
77MN,3600.0,50.0,,
77MN,2600.0,50.0,,
77MO,2500.0,100.0,,
77NC,3500.0,90.0,34.147499084472656,-78.10459899902344
77NE,30.0,30.0,,
77NJ,20.0,20.0,,
77NV,4564.0,30.0,,
77NV,4049.0,20.0,,
77OH,1500.0,75.0,,
77OI,80.0,80.0,,
77OI,128.0,62.0,,
77OK,100.0,100.0,,
77OR,20.0,20.0,,
77PA,1800.0,100.0,,
77PN,1930.0,80.0,,
77T,3450.0,55.0,,
77T,2620.0,55.0,,
77T,2350.0,60.0,,
77TA,2600.0,100.0,,
77TE,385.0,150.0,,
77TN,1500.0,25.0,,
77TS,2000.0,45.0,,
77TX,2900.0,100.0,,
77UT,100.0,60.0,,
77VA,2400.0,50.0,,
77WA,40.0,40.0,,
77XA,3050.0,80.0,29.82184410095215,-94.5104522705078
77XS,3900.0,60.0,29.290000915527344,-95.35440063476562
77XS,1700.0,60.0,29.28529930114746,-95.3582992553711
78A,1650.0,200.0,,
78A,2600.0,200.0,,
78AK,1300.0,200.0,,
78AR,2700.0,150.0,,
78B,3000.0,500.0,,
78B,4000.0,500.0,,
78CA,30.0,30.0,,
78CO,100.0,100.0,,
78FD,2000.0,100.0,,
78FL,2760.0,100.0,,
78GA,2500.0,50.0,,
78I,3630.0,100.0,39.500099182128906,-86.68379974365234
78II,1850.0,100.0,,
78IL,40.0,40.0,,
78IN,100.0,150.0,,
78IS,40.0,40.0,,
78K,5000.0,2000.0,,
78KS,2860.0,45.0,,
78KY,40.0,40.0,,
78ME,1900.0,60.0,,
78MI,2285.0,100.0,42.03749847412109,-83.30349731445312
78MN,3000.0,100.0,,
78MO,1800.0,70.0,,
78MO,1300.0,70.0,,
78MU,2400.0,120.0,,
78NC,2780.0,90.0,,
78NE,2600.0,60.0,,
78NJ,50.0,50.0,,
78NY,3750.0,75.0,,
78OH,1800.0,50.0,,
78OH,2700.0,100.0,,
78OI,23.0,23.0,,
78OK,50.0,50.0,,
78OR,2500.0,32.0,,
78PA,45.0,45.0,,
78PN,50.0,50.0,,
78TA,3000.0,100.0,,
78TE,1000.0,40.0,,
78TE,1350.0,40.0,,
78TS,50.0,50.0,,
78TX,64.0,62.0,,
78U,3000.0,150.0,,
78WA,1600.0,100.0,,
78WI,40.0,40.0,,
78XA,1421.0,75.0,32.73725128173828,-97.91779327392578
78XS,2600.0,100.0,,
78Z,6000.0,600.0,,
79AK,1500.0,100.0,,
79AR,2600.0,75.0,,
79C,2450.0,20.0,,
79CA,65.0,65.0,,
79CL,2100.0,75.0,,
79CO,43.0,43.0,,
79F,2580.0,35.0,,
79FD,2200.0,100.0,,
79FL,1900.0,100.0,,
79GA,1700.0,90.0,,
79II,2600.0,80.0,,
79IL,1600.0,100.0,,
79IN,50.0,50.0,,
79IS,3200.0,80.0,,
79IS,3200.0,80.0,,
79KY,5488.0,100.0,37.87080001831055,-84.6010971069336
79LA,50.0,50.0,,
79MI,2000.0,125.0,,
79MN,2640.0,100.0,,
79MO,3000.0,75.0,,
79MO,2000.0,50.0,,
79MU,2000.0,35.0,,
79N,3322.0,150.0,,
79NC,2459.0,40.0,,
79ND,2800.0,100.0,,
79NE,40.0,40.0,,
79NJ,40.0,40.0,,
79NY,1750.0,60.0,,
79OH,1800.0,100.0,,
79OI,2800.0,100.0,,
79OR,80.0,80.0,,
79PA,1800.0,100.0,,
79PN,55.0,55.0,,
79TA,4000.0,100.0,,
79TE,3400.0,100.0,,
79TS,1000.0,75.0,,
79TT,40.0,40.0,,
79TX,3000.0,100.0,26.069000244140625,-97.53790283203124
79UT,45.0,45.0,,
79VA,30.0,30.0,,
79VG,2250.0,32.0,,
79WA,2200.0,27.0,,
79WI,65.0,65.0,,
79XS,3530.0,190.0,,
7A7,40.0,40.0,,
7A9,3255.0,230.0,32.08420181274414,-84.37259674072266
7AK0,2000.0,50.0,,
7AK2,3000.0,270.0,,
7AK2,2500.0,100.0,,
7AK3,1488.0,150.0,,
7AK3,2712.0,160.0,,
7AK4,1915.0,120.0,,
7AK5,1400.0,120.0,,
7AK6,1690.0,40.0,,
7AK7,20.0,20.0,,
7AK7,20.0,20.0,,
7AK7,20.0,20.0,,
7AK7,20.0,20.0,,
7AK8,1300.0,65.0,,
7AK9,1400.0,25.0,,
7AL2,1000.0,50.0,,
7AL4,33.0,33.0,,
7AL9,2500.0,100.0,,
7AR0,2100.0,75.0,36.43230056762695,-93.6958999633789
7AR0,2100.0,75.0,,
7AR1,2000.0,18.0,33.04990005493164,-91.3384017944336
7AR2,1600.0,75.0,35.55500030517578,-92.13240051269533
7AR3,2400.0,40.0,,
7AR4,2000.0,50.0,,
7AR5,30.0,30.0,,
7AR6,2600.0,100.0,,
7AR7,2500.0,20.0,,
7AR7,2200.0,60.0,,
7AR8,3108.0,80.0,34.66080093383789,-91.1768035888672
7AZ0,155.0,155.0,,
7B1,225.0,82.0,,
7B3,2100.0,170.0,,
7B4,3250.0,50.0,,
7B9,1800.0,50.0,41.92300033569336,-72.45690155029297
7C3,2650.0,120.0,43.02909851074219,-91.34649658203124
7C5,2600.0,105.0,,
7CA1,4000.0,75.0,,
7CA2,2700.0,60.0,35.17300033569336,-118.927001953125
7CA3,75.0,75.0,,
7CA4,50.0,50.0,,
7CA5,96.0,81.0,,
7CA7,21.0,21.0,,
7CA8,95.0,95.0,,
7CA9,65.0,65.0,,
7CL1,65.0,65.0,,
7CL2,400.0,200.0,,
7CL3,206.0,80.0,,
7CL4,1007.0,78.0,,
7CL4,1000.0,78.0,,
7CL5,65.0,65.0,,
7CL6,99.0,99.0,,
7CL7,99.0,99.0,,
7CL8,4450.0,60.0,,
7CL9,2000.0,100.0,,
7CO0,4200.0,50.0,40.07160186767578,-105.0260009765625
7CO0,2000.0,100.0,,
7CO1,3900.0,35.0,,
7CO4,2800.0,60.0,,
7CO4,2200.0,60.0,,
7CO4,2600.0,60.0,,
7CO4,1000.0,60.0,,
7CO5,800.0,40.0,,
7CO5,1000.0,40.0,,
7CO6,2200.0,75.0,,
7CO7,60.0,40.0,,
7CO8,1300.0,30.0,,
7CO8,2950.0,50.0,,
7CO9,50.0,50.0,,
7D6,2700.0,60.0,41.23716354370117,-81.1689453125
7D8,2800.0,100.0,41.35200119018555,-81.09459686279297
7E3,2640.0,60.0,41.241798400878906,-81.2520980834961
7F2,2400.0,200.0,45.04230117797852,-101.60399627685548
7FA0,40.0,40.0,,
7FA1,2700.0,100.0,,
7FA8,4642.0,85.0,,
7FA8,180.0,90.0,,
7FD0,60.0,60.0,,
7FD1,100.0,100.0,,
7FD2,2100.0,100.0,,
7FD2,2000.0,100.0,,
7FD3,60.0,50.0,,
7FD4,150.0,100.0,,
7FD5,45.0,45.0,,
7FD6,1800.0,100.0,,
7FD7,20.0,20.0,,
7FD9,2000.0,65.0,,
7FL0,200.0,65.0,,
7FL1,25.0,25.0,,
7FL2,1900.0,75.0,,
7FL3,2625.0,135.0,,
7FL4,2600.0,72.0,,
7FL5,50.0,50.0,,
7FL6,4002.0,176.0,29.08370018005371,-81.04190063476562
7FL7,1825.0,100.0,,
7FL8,2000.0,75.0,,
7FL9,42.0,42.0,,
7G1,1200.0,24.0,,
7G1,2030.0,20.0,,
7G2,3100.0,80.0,47.45859909057617,-100.48400115966795
7G4,3415.0,89.0,,
7GA0,40.0,40.0,,
7GA1,21.0,21.0,,
7GA2,2500.0,100.0,,
7GA3,2000.0,80.0,,
7GA4,2400.0,60.0,,
7GA5,1300.0,35.0,,
7GA6,37.0,37.0,,
7GA7,40.0,40.0,,
7GA8,39.0,39.0,,
7GA9,2350.0,100.0,,
7GE1,2500.0,100.0,,
7GE5,2000.0,75.0,,
7I2,2800.0,50.0,40.15510177612305,-85.31390380859375
7IA1,2400.0,70.0,,
7IA3,2120.0,150.0,,
7IA5,40.0,40.0,,
7IA6,60.0,60.0,,
7IA7,1500.0,16.0,,
7IA9,40.0,40.0,,
7ID7,45.0,45.0,,
7II0,900.0,60.0,,
7II1,25.0,25.0,,
7II2,65.0,65.0,,
7II3,2200.0,60.0,,
7II4,75.0,75.0,,
7II5,30.0,30.0,,
7II7,650.0,65.0,,
7II9,1800.0,100.0,,
7IL0,2415.0,75.0,,
7IL1,35.0,35.0,,
7IL3,1320.0,70.0,,
7IL4,50.0,50.0,,
7IL7,1900.0,70.0,,
7IL8,3000.0,100.0,,
7IL9,2000.0,118.0,,
7IN2,2400.0,100.0,,
7IN3,2400.0,80.0,,
7IN4,60.0,60.0,,
7IN5,40.0,40.0,,
7IN6,1700.0,90.0,,
7IN7,685.0,60.0,,
7IN8,2600.0,100.0,,
7IN9,2100.0,75.0,,
7IS1,60.0,60.0,,
7IS2,2500.0,100.0,,
7IS3,2300.0,102.0,,
7IS4,40.0,40.0,,
7IS5,2300.0,100.0,,
7IS6,40.0,40.0,,
7IS7,2420.0,70.0,,
7IS8,50.0,50.0,,
7IS9,2000.0,100.0,,
7K2,2000.0,2000.0,,
7K6,2100.0,80.0,,
7K6,1400.0,1600.0,,
7K7,5300.0,36.0,,
7KA,3701.0,75.0,60.86800003051758,-146.68600463867188
7KA,8000.0,4000.0,,
7KS0,1600.0,60.0,,
7KS1,40.0,40.0,,
7KS2,2000.0,40.0,,
7KS3,2700.0,90.0,,
7KS4,1600.0,70.0,,
7KS5,2000.0,90.0,,
7KS6,2000.0,125.0,,
7KS7,3000.0,40.0,,
7KS8,2600.0,55.0,,
7KS9,3600.0,92.0,,
7KY2,1800.0,50.0,,
7KY3,2000.0,60.0,,
7KY6,40.0,40.0,,
7L1,75.0,75.0,,
7L5,30.0,20.0,,
7L9,40.0,30.0,,
7LA0,3000.0,178.0,,
7LA1,2200.0,60.0,,
7LA2,30.0,30.0,,
7LA3,3100.0,50.0,,
7LA5,700.0,200.0,,
7LA6,500.0,20.0,,
7LA7,5000.0,75.0,,
7LA7,45.0,45.0,,
7LA8,40.0,40.0,,
7LL1,40.0,40.0,,
7LL2,42.0,42.0,,
7LL3,3365.0,100.0,,
7LL4,2200.0,100.0,,
7LL6,2200.0,165.0,,
7LL7,1900.0,100.0,,
7LL8,2200.0,70.0,,
7LL9,1912.0,70.0,,
7LS3,1700.0,1000.0,,
7LS4,400.0,400.0,,
7LS6,100.0,100.0,,
7M0,2400.0,20.0,35.225101470947266,-91.09320068359376
7M6,2700.0,60.0,35.30189895629883,-93.67880249023438
7M7,2550.0,50.0,36.374698638916016,-90.16629791259766
7MA0,32.0,32.0,,
7MA1,10.0,10.0,,
7MA2,4000.0,150.0,,
7MA2,2100.0,150.0,,
7MD0,1182.0,50.0,,
7MD1,2500.0,50.0,,
7MD2,60.0,60.0,,
7MD3,60.0,60.0,,
7MD4,24.0,24.0,,
7MD5,45.0,45.0,,
7MD7,2000.0,75.0,,
7MD7,2600.0,100.0,,
7MD8,2300.0,60.0,,
7MD9,1920.0,86.0,,
7MI0,90.0,50.0,,
7MI1,350.0,250.0,,
7MI3,3200.0,80.0,,
7MI4,3370.0,60.0,43.917701721191406,-82.7477035522461
7MI5,2650.0,125.0,,
7MI5,2580.0,200.0,,
7MI6,1800.0,60.0,,
7MI7,2000.0,100.0,,
7MI8,1400.0,50.0,,
7MI9,75.0,75.0,,
7MN1,40.0,50.0,,
7MN2,3000.0,400.0,,
7MN2,5000.0,600.0,,
7MN3,3000.0,100.0,,
7MN4,2500.0,50.0,,
7MN4,1250.0,50.0,,
7MN5,15000.0,4000.0,,
7MN6,2500.0,80.0,,
7MN7,60.0,60.0,,
7MN8,3500.0,100.0,48.06520080566406,-96.27940368652344
7MN9,52.0,52.0,,
7MO,2475.0,100.0,40.417701721191406,-93.59950256347656
7MO0,35.0,35.0,,
7MO1,2000.0,100.0,,
7MO2,1800.0,150.0,,
7MO3,2250.0,45.0,,
7MO4,2500.0,50.0,,
7MO5,2300.0,50.0,,
7MO6,3500.0,100.0,,
7MS1,3800.0,80.0,,
7MS3,2100.0,100.0,,
7MS7,3800.0,60.0,,
7MT5,1000.0,1000.0,,
7MY6,45.0,45.0,,
7MY9,2600.0,95.0,,
7N0,80.0,80.0,,
7N3,6000.0,300.0,,
7N3,6000.0,300.0,,
7N4,3800.0,90.0,42.072601318359375,-83.98580169677734
7N6,2600.0,100.0,48.62110137939453,-103.9250030517578
7N7,2419.0,60.0,39.737098693847656,-75.3938980102539
7N8,2420.0,85.0,,
7NA2,1830.0,50.0,,
7NA4,2000.0,60.0,,
7NA9,3900.0,100.0,,
7NC0,2900.0,75.0,,
7NC1,4000.0,125.0,,
7NC2,3450.0,55.0,36.24879837036133,-75.7874984741211
7NC3,3480.0,100.0,,
7NC4,40.0,40.0,,
7NC4,40.0,40.0,,
7NC5,2500.0,80.0,,
7NC6,2400.0,100.0,,
7NC7,1700.0,40.0,,
7NC9,1400.0,75.0,,
7ND1,1500.0,50.0,,
7ND2,2200.0,50.0,,
7ND5,3600.0,60.0,,
7ND8,3400.0,50.0,,
7NE2,2500.0,60.0,,
7NE5,3000.0,40.0,,
7NJ0,100.0,100.0,,
7NJ1,75.0,75.0,,
7NJ2,1725.0,60.0,,
7NJ3,40.0,40.0,,
7NJ5,88.0,88.0,,
7NJ6,1000.0,50.0,,
7NJ7,2000.0,70.0,,
7NJ8,50.0,50.0,,
7NJ9,2000.0,60.0,,
7NK0,3000.0,75.0,,
7NK1,2400.0,50.0,,
7NK2,87.0,87.0,,
7NK4,1800.0,45.0,,
7NK5,50.0,50.0,,
7NK6,2200.0,150.0,,
7NK7,1060.0,60.0,,
7NK8,45.0,45.0,,
7NK9,45.0,45.0,,
7NM1,2000.0,60.0,,
7NY0,1000.0,35.0,,
7NY1,1100.0,50.0,,
7NY2,2100.0,100.0,,
7NY3,64.0,64.0,,
7NY4,2400.0,60.0,,
7NY5,60.0,60.0,,
7NY6,2000.0,30.0,,
7NY7,40.0,40.0,,
7NY8,1200.0,40.0,,
7OA7,2250.0,50.0,,
7OA7,2615.0,150.0,,
7OA7,3500.0,75.0,,
7OH0,45.0,45.0,,
7OH1,1500.0,50.0,,
7OH2,1820.0,100.0,,
7OH3,2400.0,100.0,,
7OH4,60.0,60.0,,
7OH5,2850.0,150.0,,
7OH6,40.0,20.0,,
7OH7,1400.0,50.0,,
7OH8,2100.0,40.0,,
7OH9,40.0,40.0,,
7OI0,2400.0,100.0,,
7OI1,1320.0,58.0,,
7OI1,1158.0,75.0,,
7OI4,10.0,10.0,,
7OI5,2650.0,75.0,,
7OI7,1260.0,60.0,,
7OI9,2000.0,65.0,,
7OK2,2640.0,300.0,,
7OK3,30.0,30.0,,
7OK6,35.0,35.0,,
7OK7,50.0,50.0,,
7OK9,100.0,100.0,,
7OR0,2000.0,40.0,,
7OR1,1500.0,30.0,,
7OR2,2000.0,50.0,,
7OR3,1500.0,50.0,,
7OR4,2700.0,300.0,,
7OR5,60.0,60.0,,
7OR5,50.0,50.0,,
7OR6,1150.0,25.0,,
7OR7,1750.0,80.0,,
7OR8,3200.0,70.0,,
7OR9,1300.0,50.0,,
7P5,2080.0,55.0,,
7PA0,2000.0,100.0,,
7PA1,1900.0,100.0,,
7PA2,60.0,60.0,,
7PA3,4000.0,50.0,,
7PA4,1700.0,100.0,,
7PA5,500.0,100.0,,
7PA6,2250.0,80.0,,
7PA9,65.0,65.0,,
7PN0,2000.0,150.0,,
7PN2,30.0,30.0,,
7PN3,200.0,200.0,,
7PN4,75.0,75.0,,
7PN5,100.0,100.0,,
7PN6,60.0,60.0,,
7PN7,40.0,40.0,,
7PN9,50.0,50.0,,
7PS0,45.0,45.0,,
7PS1,40.0,40.0,,
7PS2,85.0,85.0,,
7PS3,50.0,50.0,,
7PS5,37.0,37.0,,
7PS6,20.0,20.0,,
7PS7,1500.0,75.0,,
7PS8,65.0,65.0,,
7PS9,40.0,40.0,,
7Q7,3000.0,150.0,43.55849838256836,-100.73899841308594
7R9,2060.0,50.0,,
7S3,2465.0,48.0,45.430908203125,-122.93978118896484
7S4,3445.0,60.0,,
7S8,2900.0,80.0,,
7T0,2400.0,60.0,,
7T3,8000.0,150.0,,
7T3,8000.0,150.0,,
7TA0,2200.0,50.0,,
7TA1,20.0,20.0,,
7TA2,100.0,100.0,,
7TA3,3800.0,50.0,,
7TA4,80.0,80.0,,
7TA5,2800.0,75.0,,
7TA6,50.0,20.0,,
7TA6,50.0,20.0,,
7TA6,50.0,20.0,,
7TA6,50.0,20.0,,
7TA6,50.0,20.0,,
7TA7,3500.0,50.0,,
7TA8,2300.0,100.0,,
7TA9,18.0,18.0,,
7TE0,2100.0,150.0,,
7TE1,5000.0,75.0,27.06579971313477,-98.9373016357422
7TE2,4100.0,35.0,27.102500915527344,-98.20059967041016
7TE3,2290.0,110.0,,
7TE4,3000.0,60.0,,
7TE5,2200.0,60.0,,
7TE6,3300.0,60.0,29.19580078125,-96.55349731445312
7TE7,5000.0,300.0,26.382200241088867,-98.33309936523438
7TE7,5150.0,300.0,26.382200241088867,-98.33309936523438
7TE7,5000.0,300.0,26.382400512695312,-98.34349822998048
7TE8,3000.0,60.0,32.41669845581055,-100.80999755859376
7TE9,3400.0,45.0,,
7TN0,1500.0,50.0,,
7TN1,3400.0,250.0,,
7TN2,45.0,41.0,,
7TN3,2075.0,100.0,,
7TN4,3000.0,80.0,,
7TN5,1300.0,75.0,,
7TN6,50.0,48.0,,
7TN7,30.0,30.0,,
7TN8,80.0,85.0,,
7TN9,80.0,90.0,,
7TS0,3300.0,100.0,,
7TS1,375.0,145.0,,
7TS2,1300.0,26.0,,
7TS3,2350.0,50.0,,
7TS4,2400.0,90.0,,
7TS5,30.0,30.0,,
7TS6,20.0,20.0,,
7TS7,2300.0,90.0,,
7TS8,3800.0,30.0,,
7TS9,2977.0,100.0,,
7TX0,3798.0,45.0,33.823001861572266,-98.5727996826172
7TX1,60.0,60.0,,
7TX2,20.0,20.0,,
7TX3,20.0,20.0,,
7TX4,2000.0,30.0,,
7TX5,4055.0,30.0,32.21989822387695,-102.1520004272461
7TX5,6080.0,50.0,32.20589828491211,-102.15899658203124
7TX6,200.0,65.0,,
7TX7,2650.0,150.0,,
7TX8,3600.0,25.0,,
7TX9,2000.0,40.0,,
7U4,3000.0,75.0,,
7U8,2690.0,75.0,,
7VA0,80.0,80.0,,
7VA1,50.0,50.0,,
7VA2,100.0,100.0,,
7VA3,100.0,100.0,,
7VA4,100.0,100.0,,
7VA5,1700.0,40.0,,
7VA8,45.0,45.0,,
7VA9,2300.0,75.0,,
7VG0,2215.0,70.0,,
7VG0,2000.0,70.0,,
7W1,2080.0,50.0,46.3134994506836,-124.0
7W4,2560.0,25.0,,
7W7,1770.0,120.0,40.71670150756836,-86.61620330810547
7WA0,1400.0,50.0,,
7WA1,140.0,96.0,,
7WA2,40.0,40.0,,
7WA2,40.0,40.0,,
7WA3,1320.0,50.0,,
7WA4,2800.0,50.0,,
7WA5,2000.0,55.0,,
7WA6,100.0,100.0,,
7WA7,2300.0,40.0,,
7WA8,42.0,32.0,,
7WA9,98.0,64.0,,
7WI0,2100.0,50.0,,
7WI1,3500.0,150.0,,
7WI2,2800.0,60.0,,
7WI3,60.0,55.0,,
7WI4,2400.0,100.0,,
7WI5,2500.0,90.0,,
7WI6,1200.0,30.0,43.47129821777344,-89.35700225830078
7WI8,1800.0,60.0,,
7WI9,2600.0,90.0,,
7XA2,2900.0,90.0,33.144981384277344,-97.37306213378906
7XA4,1500.0,60.0,,
7XA7,44.0,44.0,,
7XS0,2700.0,22.0,,
7XS1,1900.0,40.0,,
7XS3,2600.0,50.0,,
7XS4,20.0,20.0,,
7XS5,2800.0,50.0,,
7XS6,2500.0,75.0,,
7XS7,3300.0,40.0,30.110599517822266,-98.9290008544922
7XS8,50.0,40.0,,
7XS9,30.0,30.0,,
7Y2,2900.0,75.0,44.5177001953125,-85.97149658203125
7Y2,2475.0,150.0,44.512298583984375,-85.97209930419922
7Y3,3588.0,145.0,46.82220077514648,-94.50530242919922
7Y7,2505.0,110.0,44.66320037841797,-93.78359985351562
7Y9,2602.0,200.0,48.19649887084961,-93.76100158691406
7Y9,2850.0,100.0,48.2051010131836,-93.75599670410156
80AK,4000.0,1500.0,,
80C,2000.0,60.0,,
80CA,1800.0,40.0,,
80CL,150.0,150.0,,
80CO,2100.0,60.0,,
80E,4000.0,100.0,,
80FD,4600.0,55.0,27.10860061645508,-80.62889862060547
80FL,60.0,40.0,,
80G,3000.0,100.0,40.24860000610352,-81.73159790039062
80GA,2000.0,50.0,,
80GE,45.0,45.0,,
80ID,50.0,50.0,,
80IN,2500.0,50.0,,
80KS,1720.0,100.0,,
80KY,1700.0,100.0,,
80L,50.0,50.0,,
80LA,1600.0,50.0,,
80MA,20.0,20.0,,
80MI,30.0,30.0,,
80MO,2800.0,100.0,,
