airport_ident,length_ft,width_ft,he_latitude_deg,he_longitude_deg
XS30,2100.0,50.0,,
XS31,2100.0,40.0,,
XS32,40.0,40.0,,
XS33,2600.0,43.0,,
XS34,1500.0,100.0,,
XS35,2500.0,50.0,,
XS36,2000.0,50.0,,
XS37,30.0,30.0,,
XS38,36.0,36.0,,
XS39,2000.0,50.0,,
XS39,2000.0,50.0,,
XS40,3000.0,40.0,28.797199249267575,-98.99690246582033
XS41,56.0,56.0,,
XS42,2100.0,50.0,,
XS43,1600.0,100.0,,
XS43,1600.0,100.0,,
XS43,2000.0,100.0,,
XS44,6300.0,60.0,31.016700744628903,-104.2020034790039
XS45,20.0,20.0,,
XS46,2200.0,75.0,,
XS46,2400.0,75.0,,
XS46,50.0,50.0,,
XS47,2000.0,60.0,,
XS47,1800.0,100.0,,
XS48,2840.0,40.0,,
XS49,2700.0,80.0,,
XS50,3515.0,100.0,,
XS50,3260.0,100.0,,
XS51,3230.0,110.0,,
XS52,2640.0,300.0,,
XS53,3200.0,80.0,,
XS54,75.0,45.0,,
XS55,2000.0,60.0,,
XS56,3000.0,85.0,,
XS56,2400.0,50.0,,
XS57,2250.0,45.0,,
XS58,2200.0,90.0,,
XS59,4650.0,60.0,28.2731990814209,-97.20659637451172
XS60,1300.0,100.0,,
XS60,1800.0,100.0,,
XS61,4200.0,60.0,,
XS62,5200.0,60.0,29.635799407958984,-99.72109985351562
XS63,1800.0,20.0,,
XS64,2100.0,24.0,,
XS65,50.0,50.0,,
XS66,2000.0,35.0,,
XS66,2200.0,25.0,,
XS67,4900.0,60.0,27.938600540161133,-96.9800033569336
XS68,1800.0,40.0,,
XS69,1400.0,75.0,,
XS70,3300.0,100.0,,
XS71,4000.0,70.0,28.742599487304688,-98.04450225830078
XS72,3600.0,100.0,,
XS73,4500.0,50.0,29.872499465942383,-97.28130340576172
XS74,2400.0,60.0,,
XS75,3950.0,100.0,,
XS76,1820.0,40.0,,
XS77,2200.0,75.0,,
XS78,1600.0,80.0,,
XS79,1800.0,200.0,,
XS80,1600.0,80.0,,
XS81,69.0,51.0,,
XS82,60.0,60.0,,
XS83,100.0,97.0,,
XS84,20.0,20.0,,
XS85,90.0,90.0,,
XS86,1500.0,100.0,,
XS87,100.0,100.0,,
XS88,2000.0,85.0,,
XS89,2500.0,2500.0,,
XS89,2500.0,2500.0,,
XS89,2500.0,2500.0,,
XS90,3200.0,42.0,,
XS91,3200.0,40.0,32.08209991455078,-95.59880065917967
XS92,2500.0,60.0,,
XS93,4250.0,100.0,26.712900161743164,-98.5540008544922
XS94,5500.0,100.0,27.10400009155273,-99.4210968017578
XS95,2300.0,175.0,,
XS96,25.0,25.0,,
XS97,85.0,85.0,,
XS98,40.0,40.0,,
XS99,2600.0,100.0,,
XUBS,8202.0,,,
XWPR,6562.0,131.0,,
Y01,2413.0,60.0,,
Y04,3519.0,50.0,44.91699981689453,-85.8114013671875
Y16,2325.0,70.0,,
Y30,2470.0,90.0,,
Y34,2220.0,250.0,44.355098724365234,-97.38179779052734
Y46,2710.0,100.0,,
Y48,3245.0,95.0,,
Y49,3210.0,75.0,,
Y58,2570.0,300.0,44.25230026245117,-94.70680236816406
Y58,2500.0,300.0,,
Y63,3400.0,60.0,45.98130035400391,-95.98760223388672
Y71,3000.0,120.0,46.380001068115234,-101.84100341796876
Y73,2000.0,40.0,46.07220077514648,-88.62860107421875
Y76,2065.0,180.0,,
Y77,3000.0,130.0,46.57770156860352,-91.45020294189452
Y87,2275.0,150.0,44.79199981689453,-85.9989013671875
Y87,2600.0,50.0,44.78279876708984,-86.00250244140625
Y88,2800.0,170.0,44.60879898071289,-85.75530242919922
Y88,1700.0,170.0,44.60290145874024,-85.7562026977539
Y91,3830.0,160.0,44.32059860229492,-85.16059875488281
Y91,2550.0,150.0,44.317501068115234,-85.17389678955078
Y96,1400.0,100.0,,
Y96,2600.0,60.0,45.362701416015625,-84.22109985351562
Y98,2600.0,150.0,46.62419891357422,-85.91059875488281
Y98,2800.0,100.0,46.61840057373047,-85.91329956054688
Y99,3200.0,60.0,48.030399322509766,-101.94499969482422
YAAL,3116.0,,,
YABA,3596.0,98.0,-34.94010162353516,117.81400299072266
YABA,5906.0,98.0,-34.95159912109375,117.81800079345705
YABF,2175.0,39.0,,
YABG,3603.0,131.0,,
YABS,4265.0,,,
YABS,6233.0,,,
YABU,3280.0,,,
YACI,3280.0,,,
YACR,2861.0,66.0,-22.470460891723636,149.15939331054688
YACS,3395.0,,,
YACS,4179.0,,,
YADA,4002.0,256.0,-25.8927001953125,144.5727996826172
YADA,4483.0,285.0,-25.89651107788086,144.57521057128906
YADD,3280.0,,,
YADD,3280.0,,,
YADE,,,,
YADG,2515.0,30.0,,
YADG,1456.0,30.0,,
YADG,2556.0,30.0,,
YADG,1931.0,30.0,,
YADL,,,,
YADM,3937.0,,,
YADO,3051.0,,,
YADS,3772.0,,,
YADY,2898.0,158.0,,
YAFD,121.0,121.0,,
YAGD,5498.0,,,
YAHD,3956.0,167.0,,
YAKG,3280.0,,,
YALA,5413.0,,,
YALC,3999.0,,,
YALG,3707.0,,,
YALH,2952.0,,,
YALM,1968.0,,,
YALN,2296.0,,,
YALN,3608.0,,,
YALP,4152.0,79.0,-20.990053176879883,137.83465576171875
YALT,2297.0,98.0,,
YALX,3280.0,,,
YALY,3280.0,,,
YAMB,4997.0,148.0,-27.63660049438477,152.72000122070312
YAMB,9997.0,148.0,-27.647300720214844,152.71600341796875
YAMC,3937.0,,,
YAMJ,3937.0,,,
YAMK,3280.0,,,
YAMK,2050.0,,,
YAML,4002.0,,,
YAMM,3608.0,,,
YAND,3280.0,,,
YANG,5906.0,131.0,,
YANL,4297.0,,,
YANN,3444.0,,,
YANW,3205.0,,,
YAOR,3280.0,,,
YAPA,5905.0,,,
YARA,2165.0,98.0,-37.307498931884766,142.9929962158203
YARA,4068.0,60.0,-37.314701080322266,142.9969940185547
YARD,3205.0,,,
YARG,7546.0,98.0,-16.62540054321289,128.45399475097656
YARI,2998.0,,,
YARK,2132.0,,,
YARL,2624.0,,,
YARM,5702.0,98.0,-30.524799346923828,151.625
YARM,3661.0,98.0,-30.525299072265625,151.6219940185547
YARN,3215.0,,,
YARP,3280.0,,,
YARS,3211.0,,,
YARY,3379.0,,,
YASF,3280.0,,,
YATL,3116.0,,,
YATN,3815.0,,,
YATR,3599.0,,,
YATY,2132.0,,,
YATY,2952.0,,,
YAUG,3887.0,,,
YAUR,4140.0,98.0,-13.359100341796877,141.7220001220703
YAUS,3937.0,,,
YAUV,3789.0,,,
YAVD,3569.0,,,
YAVM,2493.0,,,
YAWT,3280.0,,,
YAYE,8527.0,98.0,-25.19300079345703,130.98699951171875
YAYR,4796.0,98.0,-19.58580017089844,147.32899475097656
YAYR,3697.0,98.0,,
YBAD,4855.0,,,
YBAF,4085.0,98.0,-27.56559944152832,153.00900268554688
YBAF,3609.0,98.0,-27.56551742553711,153.01309204101562
YBAF,4859.0,98.0,-27.57430076599121,153.01092529296875
YBAF,3609.0,98.0,-27.575225830078125,153.00868225097656
YBAF,98.0,81.0,,
YBAL,4429.0,,,
YBAN,4593.0,,,
YBAO,2132.0,,,
YBAR,5591.0,98.0,-23.555200576782227,145.30799865722656
YBAR,3104.0,98.0,-23.56570053100586,145.3090057373047
YBAS,7999.0,148.0,-23.81209945678711,133.91400146484375
YBAS,3717.0,60.0,-23.8075008392334,133.88699340820312
YBAU,2788.0,,,
YBAW,4796.0,,,
YBBA,3937.0,,,
YBBC,4593.0,,,
YBBE,4921.0,,,
YBBL,3608.0,,,
YBBN,10827.0,197.0,-27.356599807739254,153.1219940185547
YBBN,11680.0,148.0,-27.37529945373535,153.13400268554688
YBBN,5577.0,98.0,-27.3705997467041,153.13299560546875
YBBO,4921.0,,,
YBBT,3608.0,,,
YBCB,3182.0,,,
YBCG,8176.0,148.0,-28.17609,153.513184
YBCG,1909.0,59.0,-28.16959953308105,153.50599670410156
YBCH,2001.0,,,
YBCK,5538.0,98.0,-24.429100036621094,145.43600463867188
YBCK,5259.0,98.0,-24.429399490356445,145.43299865722656
YBCL,4921.0,,,
YBCR,5249.0,,,
YBCS,3035.0,60.0,-16.885499954223633,145.75900268554688
YBCS,10489.0,148.0,-16.89229965209961,145.75599670410156
YBCV,5000.0,98.0,-26.417999267578125,146.26800537109375
YBCV,3501.0,75.0,-26.422399520874023,146.26199340820312
YBDF,4002.0,,,
YBDG,2516.0,60.0,-36.73799896240234,144.33099365234375
YBDG,5249.0,98.0,-36.743198,144.328995
YBDP,2486.0,,,
YBDS,4101.0,,,
YBDV,3937.0,59.0,-25.89550018310547,139.3509979248047
YBDV,5682.0,98.0,-25.89859962463379,139.35000610351562
YBDX,3444.0,,,
YBEC,3937.0,,,
YBEF,2624.0,,,
YBEL,4790.0,,,
YBEO,3543.0,,,
YBER,2952.0,,,
YBER,2952.0,,,
YBET,2625.0,,,
YBEU,1998.0,,,
YBEV,4101.0,,,
YBEV,4790.0,,,
YBFR,1968.0,,,
YBGB,3280.0,,,
YBGI,3280.0,,,
YBGI,3772.0,,,
YBGO,2270.0,,,
YBGO,5282.0,,,
YBGR,7217.0,,,
YBGR,2493.0,,,
YBGT,3001.0,,,
YBGY,6561.0,,,
YBHB,1574.0,,,
YBHI,8251.0,98.0,-31.996299743652344,141.48300170898438
YBHI,3281.0,98.0,-32.01100158691406,141.47300720214844
YBHK,3280.0,,,
YBHM,5591.0,148.0,-20.36359977722168,148.95700073242188
YBIA,4476.0,71.0,,
YBIE,4921.0,98.0,-24.361099243164062,139.46499633789062
YBIK,2952.0,,,
YBIK,3608.0,,,
YBIL,3608.0,,,
YBIN,2965.0,,,
YBIR,3422.0,59.0,-35.994598388671875,142.92300415039062
YBIR,1719.0,98.0,-36.00120162963867,142.92100524902344
YBIU,2690.0,,,
YBIU,2493.0,,,
YBIZ,3608.0,,,
YBJW,4921.0,,,
YBJW,3937.0,,,
YBKE,6004.0,98.0,-30.03730010986328,145.95399475097656
YBKE,3281.0,98.0,-30.04129981994629,145.95599365234375
YBKS,3608.0,,,
YBKT,4501.0,98.0,-17.745899200439453,139.5399932861328
YBKT,2484.0,98.0,-17.753999710083008,139.53199768066406
YBLA,3422.0,60.0,,
YBLA,3422.0,60.0,-36.55270004272461,146.01800537109375
YBLA,2356.0,60.0,,
YBLA,2356.0,98.0,-36.55619812011719,146.0050048828125
YBLB,3280.0,,,
YBLC,4199.0,,,
YBLD,3608.0,,,
YBLD,3280.0,,,
YBLG,4593.0,,,
YBLG,4593.0,,,
YBLH,3608.0,,,
YBLL,3500.0,,,
YBLM,3608.0,,,
YBLM,1968.0,,,
YBLN,5906.0,98.0,-33.680198669433594,115.40599822998048
YBLT,4150.0,98.0,-37.50719833374024,143.7989959716797
YBLT,1864.0,98.0,-37.50899887084961,143.79200744628906
YBLT,4085.0,98.0,-37.51800155639648,143.79299926757812
YBLU,5223.0,,,
YBMA,2802.0,59.0,-20.66360092163086,139.49200439453125
YBMA,8399.0,148.0,-20.677600860595703,139.49099731445312
YBMD,3198.0,,,
YBMI,4265.0,,,
YBMK,4409.0,98.0,-21.1692008972168,149.18499755859375
YBMK,6499.0,148.0,-21.178300857543945,149.18800354003906
YBMM,2395.0,,,
YBMY,2604.0,,,
YBNA,6234.0,98.0,-28.830900192260746,153.57000732421875
YBNC,4921.0,,,
YBNM,3280.0,,,
YBNS,3612.0,98.0,-37.88470077514648,147.5749969482422
YBNS,2789.0,60.0,-37.88970184326172,147.5709991455078
YBNY,2706.0,,,
YBOA,3976.0,,,
YBOD,3280.0,,,
YBOD,2099.0,,,
YBOG,3280.0,,,
YBOG,3018.0,,,
YBOI,2165.0,,,
YBOK,2999.0,98.0,-27.40130043029785,151.73800659179688
YBOK,3278.0,75.0,-27.410600662231445,151.73500061035156
YBOK,5410.0,98.0,-27.414899826049805,151.7469940185547
YBOK,1000.0,95.0,-27.40652084350586,151.7372589111328
YBOK,1000.0,95.0,-27.40839958190918,151.73399353027344
YBOM,2624.0,,,
YBOM,2132.0,,,
YBOP,3280.0,,,
YBOR,2559.0,,,
YBOR,4265.0,,,
YBOT,3280.0,,,
YBOU,4180.0,98.0,-22.917400360107425,139.9040069580078
YBOV,3937.0,,,
YBOV,3937.0,,,
YBP,8530.0,,,
YBPI,2709.0,,,
YBPN,3609.0,98.0,-20.489500045776367,148.5659942626953
YBPN,6801.0,148.0,-20.498300552368164,148.56300354003906
YBRA,3805.0,,,
YBRC,3937.0,,,
YBRJ,4048.0,,,
YBRK,5397.0,98.0,-23.37339973449707,150.47799682617188
YBRK,8622.0,148.0,-23.39069938659668,150.47999572753906
YBRL,3770.0,59.0,-16.07069969177246,136.30499267578125
YBRM,8064.0,148.0,-17.951400756835938,122.23799896240234
YBRN,2133.0,98.0,-34.621700286865234,143.58299255371094
YBRN,3888.0,60.0,-34.63010025024414,143.57699584960938
YBRO,3690.0,,,
YBRO,2690.0,,,
YBRS,1706.0,98.0,,
YBRS,2625.0,33.0,,
YBRU,4888.0,,,
YBRU,3248.0,,,
YBRW,4547.0,98.0,-29.97069931030273,146.81900024414062
YBRY,6365.0,99.0,-22.6737003326416,119.1719970703125
YBSG,10003.0,148.0,-12.63129997253418,142.10000610351562
YBSR,5905.0,,,
YBSS,5098.0,,,
YBSS,5000.0,,,
YBSU,9186.0,148.0,-26.603226,153.09169
YBSU,5896.0,98.0,-26.61009979248047,153.08999633789062
YBTH,4314.0,98.0,-33.40679931640625,149.66299438476562
YBTH,5594.0,98.0,-33.416114807128906,149.6519012451172
YBTI,4823.0,98.0,-11.770500183105469,130.61900329589844
YBTL,7999.0,148.0,-19.23819923400879,146.7740020751953
YBTL,3609.0,98.0,-19.25309944152832,146.76600646972656
YBTN,3937.0,,,
YBTR,5023.0,98.0,-23.61000061035156,148.80499267578125
YBTS,3280.0,,,
YBTT,4226.0,69.0,,
YBTV,3280.0,,,
YBUC,2395.0,,,
YBUC,3280.0,,,
YBUD,3701.0,98.0,-24.902700424194336,152.32400512695312
YBUD,6562.0,98.0,-24.9126,152.328003
YBUG,3280.0,,,
YBUG,3937.0,,,
YBUI,3897.0,,,
YBUI,5413.0,,,
YBUL,2952.0,,,
YBUL,3937.0,,,
YBUN,3330.0,98.0,-33.3739013671875,115.68800354003906
YBUP,2250.0,,,
YBUX,2624.0,,,
YBUY,4000.0,,,
YBUY,2300.0,,,
YBUY,3600.0,,,
YBUY,1800.0,,,
YBVA,2982.0,,,
YBVA,3986.0,,,
YBVL,2788.0,,,
YBWG,6692.0,98.0,-27.365800857543945,121.04499816894533
YBWI,3280.0,,,
YBWM,3280.0,,,
YBWN,4399.0,,,
YBWN,3290.0,,,
YBWP,5397.0,98.0,-12.681599617004396,141.9290008544922
YBWR,4265.0,,,
YBWT,3608.0,,,
YBWW,9416.0,148.0,-27.56629943847656,151.80599975585938
YBWX,6234.0,98.0,-20.853599548339844,115.41100311279295
YBXH,1998.0,,,
YBXH,3999.0,,,
YBYA,3937.0,,,
YBYA,3280.0,,,
YBYD,2296.0,,,
YBYD,1968.0,,,
YBYI,2460.0,,,
YBYR,5272.0,,,
YBYS,3605.0,,,
YBYW,3937.0,,,
YCAB,2952.0,,,
YCAB,4429.0,,,
YCAC,3937.0,,,
YCAE,3280.0,,,
YCAG,4265.0,,,
YCAH,3523.0,,,
YCAI,3937.0,,,
YCAL,2982.0,,,
YCAL,1988.0,,,
YCAM,3937.0,,,
YCAN,3280.0,,,
YCAR,5509.0,98.0,-24.87569999694824,113.6750030517578
YCAR,3740.0,98.0,-24.888900756835938,113.66600036621094
YCAS,3609.0,98.0,-28.882699966430664,153.0659942626953
YCBA,4984.0,98.0,-31.533700942993164,145.8000030517578
YCBA,4006.0,98.0,-31.546300888061523,145.79600524902344
YCBB,2129.0,98.0,-31.32990074157715,149.2740020751953
YCBB,4987.0,98.0,-31.3346004486084,149.2689971923828
YCBG,2070.0,60.0,-42.8296012878418,147.48300170898438
YCBG,3200.0,60.0,-42.828800201416016,147.48199462890625
YCBG,2540.0,60.0,-42.82809829711914,147.47799682617188
YCBN,2099.0,,,
YCBN,1541.0,,,
YCBP,4685.0,98.0,-29.0359001159668,134.72500610351562
YCBP,2720.0,98.0,-29.042999267578125,134.72500610351562
YCBR,2145.0,,,
YCBR,3996.0,,,
YCBY,3937.0,,,
YCCA,1949.0,60.0,-26.767900466918945,150.6219940185547
YCCA,3497.0,60.0,-26.77580070495605,150.62100219726562
YCCK,3083.0,,,
YCCT,2395.0,,,
YCCY,3796.0,60.0,-20.666400909423828,140.50900268554688
YCCY,6562.0,98.0,-20.671300888061523,140.51499938964844
YCDB,2624.0,,,
YCDB,2624.0,,,
YCDE,3431.0,,,
YCDL,3018.0,,,
YCDO,4501.0,98.0,-33.05889892578125,147.2169952392578
YCDO,3947.0,98.0,-33.065799713134766,147.21200561523438
YCDR,2608.0,,,
YCDR,2608.0,,,
YCDS,3280.0,,,
YCDT,4921.0,,,
YCDT,3280.0,,,
YCDU,5709.0,98.0,-32.133399963378906,133.71499633789062
YCDU,3327.0,98.0,-32.13570022583008,133.71400451660156
YCDV,2952.0,,,
YCEE,4429.0,59.0,-33.71039962768555,136.51400756835938
YCEE,2936.0,59.0,-33.7156982421875,136.50399780273438
YCEL,3200.0,,,
YCEM,2427.0,,,
YCES,2706.0,,,
YCFD,3805.0,,,
YCFH,2952.0,,,
YCFH,2624.0,,,
YCFL,2919.0,,,
YCFN,2625.0,98.0,,
YCFS,6824.0,148.0,-30.324199676513672,153.12100219726562
YCFS,2785.0,60.0,-30.318700790405277,153.1230010986328
YCGI,6233.0,,,
YCGI,3608.0,,,
YCGO,3218.0,60.0,-17.137800216674805,144.53399658203125
YCHB,2805.0,,,
YCHK,8202.0,148.0,,
YCHL,3740.0,,,
YCHR,4265.0,,,
YCHR,2624.0,,,
YCHT,3297.0,98.0,,
YCHT,5699.0,100.0,-20.042499542236328,146.2790069580078
YCIG,2132.0,,,
YCIG,2952.0,,,
YCIN,10003.0,148.0,-17.5851993560791,123.84200286865234
YCJU,3280.0,,,
YCKA,5249.0,,,
YCKD,1391.0,,,
YCKD,1391.0,,,
YCKI,4701.0,,,
YCKN,5338.0,98.0,-15.446100234985352,145.19000244140625
YCKY,3280.0,,,
YCLE,3280.0,,,
YCLE,2296.0,,,
YCLG,2788.0,,,
YCLQ,3937.0,,,
YCLT,3280.0,,,
YCLY,3608.0,,,
YCMH,3001.0,,,
YCMK,3001.0,,,
YCMM,3215.0,,,
YCMT,3504.0,98.0,-22.76609992980957,147.62600708007812
YCMT,4301.0,98.0,-22.77790069580078,147.62100219726562
YCMU,2999.0,59.0,-28.03019905090332,145.6230010986328
YCMU,5686.0,98.0,-28.036800384521484,145.63299560546875
YCMW,3500.0,,,
YCNF,5577.0,,,
YCNG,3018.0,,,
YCNG,3018.0,,,
YCNH,2918.0,111.0,,
YCNH,1804.0,,,
YCNK,3600.0,60.0,-32.79330062866211,151.33799743652344
YCNM,5010.0,98.0,-30.978200912475582,148.3820037841797
YCNM,1903.0,98.0,-30.980100631713867,148.37899780273438
YCNN,3937.0,,,
YCNO,4002.0,,,
YCNQ,3280.0,,,
YCNR,2001.0,,,
YCNS,3937.0,,,
YCNX,2296.0,,,
YCNY,5734.0,98.0,-18.76609992980957,138.71499633789062
YCOD,4527.0,,,
YCOE,4107.0,75.0,-13.764900207519531,143.1219940185547
YCOF,2578.0,,,
YCOF,3677.0,,,
YCOG,2296.0,,,
YCOH,3280.0,,,
YCOI,3772.0,,,
YCOL,3897.0,,,
YCOM,2041.0,59.0,-36.309600830078125,148.97300720214844
YCOM,6955.0,148.0,-36.30910110473633,148.97000122070312
YCOO,4235.0,,,
YCOR,5994.0,148.0,-35.9911994934082,146.36099243164062
YCOR,5000.0,98.0,-35.99420166015625,146.3560028076172
YCOY,3280.0,,,
YCPD,3608.0,,,
YCPG,3444.0,,,
YCPH,3280.0,,,
YCPK,3805.0,82.0,,
YCPN,4002.0,,,
YCRA,3730.0,,,
YCRG,4596.0,98.0,-36.18149948120117,147.8939971923828
YCRK,3608.0,,,
YCRL,3001.0,,,
YCRN,5249.0,,,
YCRT,3937.0,,,
YCRT,1640.0,,,
YCRY,4799.0,,,
YCSK,6556.0,279.0,-66.28787994384766,110.78277587890624
YCSL,3937.0,,,
YCSP,4265.0,,,
YCSV,4599.0,,,
YCTH,3100.0,,,
YCTI,2395.0,,,
YCTM,2805.0,98.0,-34.62689971923828,148.03700256347656
YCTM,4682.0,60.0,-34.6297492980957,148.03744506835938
YCTN,3937.0,,,
YCTS,3280.0,,,
YCUA,4445.0,,,
YCUE,6499.0,,,
YCUE,3270.0,,,
YCUN,6089.0,148.0,-31.61669921875,117.2239990234375
YCUN,4997.0,148.0,-31.627199172973636,117.22200012207033
YCUR,2362.0,,,
YCUS,2372.0,59.0,,
YCUS,4124.0,59.0,-34.2140998840332,135.63400268554688
YCUT,2624.0,,,
YCUT,4265.0,,,
YCVA,1969.0,,,
YCVA,3937.0,,,
YCVS,2952.0,,,
YCWA,6398.0,,,
YCWE,1968.0,,,
YCWH,3937.0,,,
YCWH,4265.0,,,
YCWI,4265.0,,,
YCWL,3897.0,,,
YCWL,,,,
YCWL,4829.0,,,
YCWN,3280.0,,,
YCWO,2591.0,,,
YCWR,3825.0,60.0,-33.8385009765625,148.65199279785156
YCWR,5348.0,98.0,-33.853145599365234,148.65049743652344
YCWY,3280.0,,,
YCXA,3280.0,,,
YCYT,3608.0,,,
YDAG,3937.0,,,
YDAJ,3733.0,,,
YDAJ,2598.0,,,
YDAL,3608.0,,,
YDAL,2132.0,,,
YDAR,2001.0,,,
YDAY,2999.0,60.0,,
YDAY,4160.0,75.0,-27.16279983520508,151.27099609375
YDBI,3993.0,60.0,-28.585599899291992,148.21800231933594
YDBR,3313.0,,,
YDBY,3799.0,59.0,-17.368799209594727,123.66699981689452
YDBY,5696.0,98.0,-17.374300003051758,123.66899871826172
YDDF,3215.0,,,
YDEA,2859.0,66.0,-13.669435501098633,134.29571533203125
YDEG,2624.0,,,
YDER,2296.0,,,
YDEV,3100.0,,,
YDEV,2788.0,,,
YDGI,4757.0,,,
YDGN,3608.0,,,
YDGR,3280.0,,,
YDGT,4921.0,,,
YDGY,3280.0,,,
YDHL,2624.0,,,
YDIM,3280.0,,,
YDIX,3182.0,,,
YDKI,2673.0,,,
YDLD,3937.0,,,
YDLH,3280.0,,,
YDLH,2952.0,,,
YDLK,1968.0,,,
YDLK,3805.0,,,
YDLL,3280.0,,,
YDLO,6036.0,,,
YDLQ,3999.0,98.0,-35.55659866333008,144.9530029296875
YDLQ,1969.0,98.0,-35.55680084228516,144.94700622558594
YDLT,3215.0,,,
YDLV,2811.0,,,
YDLW,6233.0,,,
YDME,3280.0,,,
YDMF,3198.0,,,
YDMG,5433.0,98.0,-17.940799713134766,138.8209991455078
YDMN,3149.0,,,
YDMR,5249.0,,,
YDNB,4921.0,,,
YDNI,1640.0,,,
YDNV,3444.0,,,
YDNV,2624.0,,,
YDOC,5643.0,,,
YDOC,10203.0,,,
YDOD,3825.0,60.0,-36.36109924316406,143.01800537109375
YDOD,2585.0,98.0,-36.36809921264648,143.00599670410156
YDON,3444.0,,,
YDOO,2624.0,,,
YDOP,3018.0,,,
YDOR,4461.0,,,
YDPD,3297.0,,,
YDPD,2559.0,,,
YDPO,6030.0,148.0,-41.16579818725586,146.44000244140625
YDPO,2887.0,98.0,-41.17290115356445,146.43299865722656
YDPR,2952.0,,,
YDPS,3280.0,,,
YDPS,3018.0,,,
YDPT,2952.0,,,
YDPT,1804.0,,,
YDPW,2952.0,,,
YDRA,3280.0,,,
YDRC,1968.0,,,
YDRC,3937.0,,,
YDRD,4589.0,,,
YDRH,3031.0,,,
YDRH,2687.0,,,
YDRI,3116.0,,,
YDRL,3280.0,,,
YDRL,1968.0,,,
YDUK,3937.0,,,
YDUM,2952.0,,,
YDUN,2919.0,,,
YDVE,3280.0,,,
YDVR,4406.0,,,
YDWU,4271.0,,,
YDYS,5085.0,98.0,-22.62829971313477,148.36700439453125
YEAB,3500.0,,,
YEAT,2696.0,,,
YECH,1674.0,59.0,-36.15549850463867,144.76400756835938
YECH,3615.0,60.0,-36.167701721191406,144.76199340820312
YECL,4265.0,,,
YECL,1640.0,,,
YEDA,3904.0,,,
YEDA,3805.0,,,
YEDE,3280.0,,,
YEDH,1968.0,,,
YEDH,2296.0,,,
YEDM,4265.0,,,
YEDM,4265.0,,,
YEEB,4429.0,,,
YEES,2296.0,,,
YEGA,3500.0,,,
YEH,11155.0,,,
YEIN,3937.0,,,
YELD,4724.0,98.0,-12.020299911499023,135.58099365234375
YELE,3116.0,,,
YELK,3205.0,,,
YELL,3740.0,,,
YELM,2952.0,,,
YELN,3937.0,,,
YELR,3608.0,,,
YELS,3999.0,,,
YEMG,3956.0,,,
YEML,6234.0,98.0,-23.566499710083008,148.18899536132812
YEML,3038.0,59.0,-23.572200775146484,148.1790008544922
YEMP,2208.0,,,
YENO,3608.0,,,
YENO,115.0,85.0,,
YEPL,3464.0,,,
YEPL,3494.0,,,
YEPR,2952.0,,,
YEQ,1526.0,98.0,,
YEQO,4265.0,,,
YERA,3280.0,,,
YERA,6561.0,,,
YERH,3937.0,,,
YERH,3937.0,,,
YERL,3772.0,,,
YERN,3838.0,,,
YERO,3608.0,,,
YERU,2952.0,,,
YERU,3280.0,,,
YESC,3608.0,,,
YESE,6799.0,269.0,-20.982824325561523,141.0116729736328
YESP,3865.0,59.0,-33.6797981262207,121.8270034790039
YESP,4921.0,98.0,-33.68510055541992,121.83100128173828
YEUA,2952.0,33.0,,
YEUA,2296.0,33.0,,
YEUD,2854.0,,,
YEUD,2080.0,,,
YEUO,4675.0,,,
YEVD,4275.0,60.0,-29.105499267578125,153.41900634765625
YEVP,4921.0,,,
YEWA,8202.0,98.0,,
YEXM,4215.0,,,
YEYD,3280.0,,,
YEYD,3280.0,,,
YFBS,4029.0,60.0,-33.36349868774414,147.9340057373047
YFCK,1476.0,,,
YFDF,7546.0,98.0,,
YFFT,1443.0,,,
YFFT,2486.0,,,
YFIL,2952.0,,,
YFLI,3510.0,,,
YFLI,5643.0,,,
YFLS,3280.0,,,
YFOR,4593.0,,,
YFRD,3608.0,,,
YFRD,1804.0,,,
YFRG,3805.0,,,
YFRK,6561.0,,,
YFRT,4426.0,148.0,-30.837299346923828,128.12399291992188
YFRT,4984.0,148.0,-30.846399307250977,128.11300659179688
YFRV,3855.0,,,
YFSA,3297.0,,,
YFSK,2624.0,,,
YFSK,2296.0,,,
YFTA,5029.0,,,
YFTN,2460.0,,,
YFTN,3608.0,,,
YFTZ,4265.0,98.0,-18.17790031433105,125.56199645996094
YFVW,2395.0,,,
YFVW,1804.0,,,
YFWY,2952.0,,,
YGA,3281.0,98.0,,
YGAH,2486.0,,,
YGAM,1804.0,,,
YGAN,2493.0,,,
YGAR,2657.0,,,
YGAS,2460.0,125.0,-27.585526,152.25856
YGAT,2132.0,,,
YGAW,4970.0,,,
YGAW,4970.0,,,
YGAY,4150.0,59.0,-25.612499237060547,151.6300048828125
YGBI,4527.0,,,
YGBW,2788.0,,,
YGCR,2634.0,,,
YGDA,3530.0,60.0,-29.0757999420166,147.38900756835938
YGDH,5400.0,98.0,-30.961599349975582,150.2550048828125
YGDH,1942.0,98.0,-30.96050071716309,150.25100708007812
YGDI,4396.0,98.0,-28.51799964904785,150.3249969482422
YGDI,2608.0,98.0,-28.52549934387207,150.32400512695312
YGDR,2624.0,,,
YGDS,3871.0,,,
YGDV,3182.0,,,
YGDW,3615.0,,,
YGEL,7838.0,148.0,-28.787500381469727,114.70999908447266
YGEL,2953.0,59.0,-28.786500930786133,114.70899963378906
YGEL,2769.0,59.0,-28.794099807739254,114.70600128173828
